product parent,category 1,category 2,name,base,barcode,cost_price,sale_price,manufacturer_srp,weight,manufacturer,supplier,store_sku,manufacturer_sku,supplier_sku,short_description,long_description,image_url,sub_image_url,meta_title,meta_desc,quantity,Color,Storage,Size,Zoom,Aperture,Pixel
Media Player,Apple,iPod Nano,Apple iPod nano 16GB - PURPLE- ITP,Apple iPod Nano,,,,"1,188.00",,Apple Asia Ltd,,107-APPIPN-MD479ZP/A,MD479ZP/A,,Apple iPod nano 16GB - PURPLE- ITP,,http://images.apple.com/ipod-nano/images/overview_design_purple.jpg,,,,,PURPLE,16GB,,,,
Media Player,Apple,iPod Nano,Apple iPod nano 16GB - SILVER - ITP,Apple iPod Nano,,,,"1,188.00",,Apple Asia Ltd,,107-APPIPN-MD480ZP/A,MD480ZP/A,,Apple iPod nano 16GB - SILVER - ITP,,http://images.apple.com/ipod-nano/images/overview_design_silver.jpg,,,,,SILVER,16GB,,,,
Media Player,Apple,iPod Nano,Apple iPod nano 16GB - SLATE - ITP,Apple iPod Nano,,,,"1,188.00",,Apple Asia Ltd,,107-APPIPN-MD481ZP/A,MD481ZP/A,,Apple iPod nano 16GB - SLATE - ITP,,http://store.apple.com/us/buy-ipod/ipod-classic,,,,,SLATE,16GB,,,,
Media Player,Apple,iPod Classic,Apple IPOD CLASSIC 160GB SILVER,Apple iPod Classic,,,,"1,888.00",,Apple Asia Ltd,,107-APPIPC-MC293ZP/A,MC293ZP/A,,Apple IPOD CLASSIC 160GB SILVER,""" Genius playlists.
With just a few clicks, the Genius feature creates a playlist of tracks in your library that go great together. Browse with Cover Flow.
With Cover Flow, you can browse through your music collection by flipping through album art. Select an album to turn it over and see the track list. Classic beauty.
Beautiful, durable, and sleek, iPod classic features an anodized aluminum and polished stainless steel enclosure with rounded edges. Choose quintessential silver or striking black.""",http://store.storeimages.cdn-apple.com/3899/as-images.apple.com/is/image/AppleInc/classic-product-white-2013?wid=160&hei=290&fmt=png-alpha&qlt=95&.v=1378221967704,,,,,SILVER,160GB,,,,
Media Player,Apple,iPod Classic,Apple IPOD CLASSIC 160GB BLACK,Apple iPod Classic,,,,"1,888.00",,Apple Asia Ltd,,107-APPIPC-MC297ZP/A,MC297ZP/A,,Apple IPOD CLASSIC 160GB BLACK,""" Genius playlists.
With just a few clicks, the Genius feature creates a playlist of tracks in your library that go great together. Browse with Cover Flow.
With Cover Flow, you can browse through your music collection by flipping through album art. Select an album to turn it over and see the track list. Classic beauty.
Beautiful, durable, and sleek, iPod classic features an anodized aluminum and polished stainless steel enclosure with rounded edges. Choose quintessential silver or striking black.""",http://store.storeimages.cdn-apple.com/3899/as-images.apple.com/is/image/AppleInc/classic-product-black-2013?wid=160&hei=290&fmt=png-alpha&qlt=95&.v=1378221940874,,,,,BLACK,160GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  (4th Gen),Apple iPod Touch,,,,"1,688.00",,Apple Asia Ltd,,107-APPIPT-MC544ZP/A,MC544ZP/A,,Apple iPod touch 32GB  (4th Gen),"""Originally released September 2010 
Music, movies, TV shows, videos, games 
Applications, ebooks, audiobooks, podcasts 
Photos, Safari web browser, email, Maps 
Multi-Touch display 
Built-in cameras + FaceTime 
HD Video recording and editing 
Nike + iPod support 
Apple Earphones 
USB cable ""","http://store.storeimages.cdn-apple.com/3865/as-images.apple.com/is/image/AppleInc/ipod-touch-4gen?wid=400&hei=400&fmt=jpeg&qlt=95&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1389401306339",,,,,,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Pink,Apple iPod Touch,,,,"2,288.00",,Apple Asia Ltd,,107-APPIPT-MC903ZP/A,MC903ZP/A,,Apple iPod touch 32GB  - Pink,"""* 5MP iSight camera
* iPod touch loop
* 4-inch Retina display
* A5 chip
* Apple EarPods
* FaceTime HD camera""","http://store.storeimages.cdn-apple.com/3865/as-images.apple.com/is/image/AppleInc/mobile-2012-ipodtouch-engraving-pink?wid=187&hei=392&fmt=jpeg&qlt=95&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1384908219012",,,,,Pink,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - Pink,Apple iPod Touch,,,,"3,088.00",,Apple Asia Ltd,,107-APPIPT-MC904ZP/A,MC904ZP/A,,Apple iPod touch 64GB  - Pink,"""* 5MP iSight camera
* iPod touch loop
* 4-inch Retina display
* A5 chip
* Apple EarPods
* FaceTime HD camera""","http://store.storeimages.cdn-apple.com/3865/as-images.apple.com/is/image/AppleInc/mobile-2012-ipodtouch-engraving-pink?wid=187&hei=392&fmt=jpeg&qlt=95&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1384908219012",,,,,Pink,64GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  (4th Gen) White,Apple iPod Touch,,,,"1,688.00",,Apple Asia Ltd,,107-APPIPT-MD058ZP/A,MD058ZP/A,,Apple iPod touch 32GB  (4th Gen) White,"""Originally released September 2010 
Music, movies, TV shows, videos, games 
Applications, ebooks, audiobooks, podcasts 
Photos, Safari web browser, email, Maps 
Multi-Touch display 
Built-in cameras + FaceTime 
HD Video recording and editing 
Nike + iPod support 
Apple Earphones 
USB cable ""","http://store.storeimages.cdn-apple.com/3865/as-images.apple.com/is/image/AppleInc/ipod-touch-4gen-white?wid=250&hei=250&fmt=jpeg&qlt=95&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1389402511538",,,,,White,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  (4th Gen) White,Apple iPod Touch,,,,"2,588.00",,Apple Asia Ltd,,107-APPIPT-MD059ZP/A,MD059ZP/A,,Apple iPod touch 64GB  (4th Gen) White,,,,,,,White,64GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Yellow,Apple iPod Touch,,,,"2,288.00",,Apple Asia Ltd,,107-APPIPT-MD714ZP/A,MD714ZP/A,,Apple iPod touch 32GB  - Yellow,,,,,,,Yellow,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - Yellow,Apple iPod Touch,,,,"3,088.00",,Apple Asia Ltd,,107-APPIPT-MD715ZP/A,MD715ZP/A,,Apple iPod touch 64GB  - Yellow,,,,,,,Yellow,64GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Blue,Apple iPod Touch,,,,"2,288.00",,Apple Asia Ltd,,107-APPIPT-MD717ZP/A,MD717ZP/A,,Apple iPod touch 32GB  - Blue,,,,,,,Blue,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - Blue,Apple iPod Touch,,,,"3,088.00",,Apple Asia Ltd,,107-APPIPT-MD718ZP/A,MD718ZP/A,,Apple iPod touch 64GB  - Blue,,,,,,,Blue,64GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - White & Silver,Apple iPod Touch,,,,"2,288.00",,Apple Asia Ltd,,107-APPIPT-MD720ZP/A,MD720ZP/A,,Apple iPod touch 32GB  - White & Silver,,,,,,,White & Silver,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - WHITE & SILVER,Apple iPod Touch,,,,"3,088.00",,Apple Asia Ltd,,107-APPIPT-MD721ZP/A,MD721ZP/A,,Apple iPod touch 64GB  - WHITE & SILVER,,,,,,,White & Silver,64GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Black & Slate,Apple iPod Touch,,,,"2,288.00",,Apple Asia Ltd,,107-APPIPT-MD723ZP/A,MD723ZP/A,,Apple iPod touch 32GB  - Black & Slate,,,,,,,Black & Slate,32GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - BLACK & SLATE,Apple iPod Touch,,,,"3,088.00",,Apple Asia Ltd,,107-APPIPT-MD724ZP/A,MD724ZP/A,,Apple iPod touch 64GB  - BLACK & SLATE,,,,,,,Black & Slate,64GB,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 16GB  Black(4th Gen),Apple iPod Touch,,,,"1,388.00",,Apple Asia Ltd,,107-APPIPT-ME178ZP/A,ME178ZP/A,,Apple iPod touch 16GB  Black(4th Gen),,,,,,,Black,16GB,,,,
